SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.5876006952326126,0.35456134418904756,-0.39170017920711175,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.4495973685829016,-0.21047559997784793,0.7465649228100155,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1.1643896396487294,-1.506736824831314,-0.48567322832713045,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,1.6125732136881425,0.022186671149697273,1.1034860342564714,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-1.2395040756535771,-0.3766629364975231,-0.9546560978791484,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.8320644628904743,-0.6425626749290033,-0.7786220762881275,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.3495104141225239,-1.506736824831314,-0.6105294391297843,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
0,-0.26164900502213034,-0.6758001422329384,-0.4852320403030928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
0,0.1457906077409725,-1.4734993575273791,-0.689502095432523,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1.6125732136881425,1.6508225690425138,2.7288227148111606,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,0.10504664646466222,0.819885886444138,0.38743787124337153,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,-1.2802480369298874,-0.310188001889653,-0.9828921314175577,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,-0.6690886177852331,1.5843476344346437,-0.17684161150077804,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1,0.6754621043330061,1.2187354940913584,1.2296658091312382,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0.8791819107145575,1.6508225690425138,1.6615888846640938,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1
0,-0.5876006952326126,-0.011050796154237758,-0.4927322367117328,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.1457906077409725,0.5207486807087227,0.2886117538589387,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1.1236456783724194,1.3516853633070984,1.8146811290051574,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2802480369298874,0.1551365403654374,-0.9767154990810307,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.797693988161937,-1.3073120210077038,-0.44684868221181756,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,-0.9950403079957154,0.9860732229638132,-0.6722957624950548,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,1.6125732136881425,1.3516853633070984,2.3507245782108974,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
0,1.2866215234776603,-1.340549488311639,-0.2827267372698132,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,-0.42462485012737144,0.1551365403654374,-0.32552197560146484,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,1.1236456783724194,-0.14400066536997788,0.5731780293632206,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,-0.18016108246950976,0.5539861480126578,-0.024631743207790092,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.1643896396487294,-1.340549488311639,-0.3819940426782836,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.3431369275747509,1.3184478960031634,0.09316545921026145,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.18016108246950976,0.919598288355943,0.21405097779657653,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-0.09867315991688919,0.5207486807087227,0.038016956205555674,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-1.2395040756535771,-1.4734993575273791,-0.9903923278261978,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.2802480369298874,0.35456134418904756,-0.9740683709368049,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.076528230548336,-1.506736824831314,-0.9630386703358637,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.3431369275747509,0.1551365403654374,-0.29508000194286726,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-1.1580161531009565,1.2187354940913584,-0.8373000834851345,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0,-1.0357842692720256,1.1522605594834883,-0.7102379325622924,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
1,1.6125732136881425,1.7172975036503837,2.700586681272751,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,1.5310852911355222,-0.8087500114486784,0.22772780654174357,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
1,1.2866215234776603,1.2519729613952935,1.8773298284185032,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,1.6125732136881425,0.819885886444138,1.8993892296203854,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
0,0.4717422979514547,-1.506736824831314,-0.6242062678749514,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.791320501614164,-0.310188001889653,-0.683325463095996,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.6283446565089229,-1.4734993575273791,-0.861565424807205,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,-1.2802480369298874,-0.310188001889653,-0.9828921314175577,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.9542963467194051,0.18837400766937243,-0.7583274271823959,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
0,-0.3431369275747509,-0.3766629364975231,-0.4269952211301235,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,-1.2802480369298874,0.32132387688511255,-0.9745095589608425,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.3431369275747509,0.5207486807087227,-0.18610656000556863,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0.10504664646466222,0.3877988114929826,0.20478602929178596,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,-1.0357842692720256,0.35456134418904756,-0.7627393074227723,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
0,-1.1172721918246462,1.052548157571683,-0.8072992978505745,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,-0.7098325790615434,0.1551365403654374,-0.5686165768462079,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.8728084241667845,-1.506736824831314,-0.9078901673311579,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0.6347181430566958,-0.6425626749290033,-0.06080916117887709,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,-0.506112772679992,0.5539861480126578,-0.2699322845727214,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.6125732136881425,1.4513977652189036,2.523670283633655,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
0,-0.9950403079957154,0.6204610826205278,-0.7071496163940288,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1.6125732136881425,0.6536985499244629,1.6973251146111432,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
0,-0.7098325790615434,1.1854980267874233,-0.38287641872635886,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.6125732136881425,0.7866484191402029,1.728649464317816,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.2802480369298874,0.32132387688511255,-0.9745095589608425,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.24587756220135,1.3184478960031634,1.9033599218367243,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
0,-1.2395040756535771,-0.1772381326739129,-0.9568620379993367,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-1.2395040756535771,0.32132387688511255,-0.9458323373983955,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1.1643896396487294,-0.011050796154237758,0.7143581970552674,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,-1.2802480369298874,-1.4734993575273791,-0.9983337122588753,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.42462485012737144,-0.7090376095368733,-0.6087646870336337,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
0,-0.18016108246950976,-0.14400066536997788,-0.21963684983242973,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1.5310852911355222,-1.506736824831314,-0.39081780315903647,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1,-1.1172721918246462,-1.2075996190958989,-0.9493618415906967,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.8320644628904743,1.1522605594834883,-0.4609666989810222,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.06430268518835193,1.7172975036503837,0.7130346329831545,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0
1,1.5718292524118322,0.5207486807087227,1.4970257516980519,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,1.5310852911355222,0.022186671149697273,0.9971597204633986,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0.797693988161937,0.6536985499244629,0.9014219192472294,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1.4903413298592119,0.4875112134047877,1.4202590355155014,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0
1,-0.506112772679992,0.9860732229638132,-0.22096041390454269,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.8728084241667845,0.45427374610085264,-0.6317064642835913,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.2395040756535771,0.9860732229638132,-0.9334790727253414,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,-1.076528230548336,0.5207486807087227,-0.7856810846727299,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-1.2802480369298874,-1.506736824831314,-0.998774900282913,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,-0.506112772679992,0.9860732229638132,-0.2050776450391874,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
0,1.1643896396487294,1.3849228306110335,1.7723270786975431,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,-1.1172721918246462,0.32132387688511255,-0.8598006727110544,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.9606698332671781,1.3516853633070984,1.602910877467087,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0
0,-0.09867315991688919,1.0193106902677482,0.2511107718157388,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,0.3087664528462136,1.3184478960031634,0.8153902545598883,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,-0.18016108246950976,-0.3434254691935881,-0.3250807875774272,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1,-1.1172721918246462,0.18837400766937243,-0.8739186894802592,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.22090504374582004,0.35456134418904756,-0.15610577437100867,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.8320644628904743,-1.4734993575273791,-0.890242646369652,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,1.4088534073065913,1.3516853633070984,2.0763056272594818,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1,-0.13941712119319946,-0.44313787110539316,-0.3709643420773424,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.9199258719908678,0.6869360172283978,1.0721616845497985,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.38388088885106114,0.35456134418904756,-0.23154892648144618,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.06430268518835193,1.1854980267874233,0.5281768509113807,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.797693988161937,0.8863608210520081,1.0831913851507398,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1,1.6125732136881425,1.6840600363464486,2.6983807411525627,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,1.0421577558197987,0.9860732229638132,1.388493497784791,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0
0,0.10504664646466222,-1.506736824831314,-0.704502488249803,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0.9606698332671781,1.1522605594834883,1.5102613924191812,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,-0.3431369275747509,-1.440261890223444,-0.7909753409611816,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
0,1.5310852911355222,-1.4734993575273791,-0.4071417600484294,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-1.2395040756535771,0.4875112134047877,-0.9303907565570778,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,1.4495973685829016,1.4181602979149686,2.2483689566341636,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,-1.2802480369298874,0.6869360172283978,-0.9696564906964283,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.8320644628904743,0.819885886444138,-0.5567045001971915,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,1.24587756220135,0.5539861480126578,1.2115771001456948,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.02355872391204165,-0.21047559997784793,-0.14463488574602987,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,1.4903413298592119,1.0193106902677482,1.9682145613702582,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
0,1.1236456783724194,0.5207486807087227,1.1749584941505702,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,1.6125732136881425,1.6175851017385787,2.631761349522878,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-0.8728084241667845,-0.21047559997784793,-0.742003470293003,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,-1.2802480369298874,-1.506736824831314,-0.998774900282913,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.9135523854430948,0.7201734845323329,-0.6392066606922313,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,-0.791320501614164,-0.6425626749290033,-0.7437682223891535,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0,0.06430268518835193,0.45427374610085264,0.16066722688802135,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0.2680224915699033,0.7201734845323329,0.4337626137673244,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1.3273654847539706,1.3516853633070984,1.9682145613702582,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0
1,0.7162060656093164,1.2187354940913584,1.3156974738185792,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0,-0.7098325790615434,-1.506736824831314,-0.8699479972639204,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1.6125732136881425,1.5178726998267735,2.507346326744262,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0
0,1.6125732136881425,1.6840600363464486,2.619408084849824,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,0.9199258719908678,-1.506736824831314,-0.4984676810242222,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.38388088885106114,-1.3073120210077038,-0.7803868283842781,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
0,-0.01718523736426863,0.5207486807087227,0.13816663766210138,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.9606698332671781,0.12189907306150236,0.6728865227957287,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
0,-1.2802480369298874,-1.506736824831314,-0.998774900282913,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0.22727853029359305,0.18837400766937243,0.18757969635431776,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0,-0.8728084241667845,0.18837400766937243,-0.6718545744710172,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2802480369298874,-0.5096128057132632,-0.9855392595617837,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0.9606698332671781,1.4181602979149686,1.6545298762794916,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
0,-1.1987601143772668,-1.373786955615574,-0.9678917386002778,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-1.0357842692720256,0.1551365403654374,-0.7795044523362028,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1.082901717096109,1.1522605594834883,1.5786455361450165,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0
0,-1.0357842692720256,-0.011050796154237758,-0.8108288020428758,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,1.5718292524118322,0.18837400766937243,1.1868705707995866,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
0,-0.7098325790615434,1.2187354940913584,-0.271697036668872,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
0,1.5718292524118322,0.2880864095811775,1.3562867720300427,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
0,0.10504664646466222,1.1854980267874233,0.54891268804115,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.8728084241667845,-0.8087500114486784,-0.8209761265957416,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
0,1.1236456783724194,-1.506736824831314,-0.5205270822261044,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
1,0.5939741817803856,-0.1772381326739129,0.2078743454600495,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,-0.8728084241667845,-0.011050796154237758,-0.6996494199853889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
0,0.9606698332671781,1.1854980267874233,1.4696720942077177,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1,-0.18016108246950976,1.5178726998267735,0.4064089562769903,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,1.1643896396487294,0.5539861480126578,1.0871620773670785,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
0,-0.05792919864057891,1.1190230921795532,0.3525840173443975,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,-0.9542963467194051,0.18837400766937243,-0.7437682223891535,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0.10504664646466222,0.9860732229638132,0.47744022814705134,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-1.2395040756535771,-1.506736824831314,-0.9903923278261978,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.8320644628904743,-1.506736824831314,-0.9043606631388568,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.2802480369298874,0.35456134418904756,-0.9740683709368049,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-1.1580161531009565,0.819885886444138,-0.8545064164226027,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,-1.2802480369298874,-1.506736824831314,-0.998774900282913,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-1.1987601143772668,-1.4734993575273791,-0.9802450032733319,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1,-1.2802480369298874,0.6869360172283978,-0.9696564906964283,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0.797693988161937,-0.044288263458172786,0.46729290359418546,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0
0,-1.1172721918246462,-1.4734993575273791,-0.9696564906964283,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1.6125732136881425,1.1522605594834883,2.2673400416677825,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
0,1.5718292524118322,0.853123353748073,1.9346842715433972,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,1.6125732136881425,1.5511101671307086,2.5536710692682147,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
